rcc_id	name	rcc_price	rcc_unit	tier	density_source	target_unit	confidence	status	notes
593313	Blackberry Jam	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: supplier row: 1 g @ $1.00 = $1.00/g [US Foods Chefstore] | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
510527	Blackberry puree	22.2200	Kg	4		g	T4	OK	$0.02222/g | source: supplier row: 6/1 Kg @ $133.34 = $22.22/Kg [Chef's Warehouse]
574610	Blackpepper	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
506905	Blood Orange Puree	21.9700	Kg	4		g	T4	OK	$0.02197/g | source: supplier row: 6/1 Kg @ $131.84 = $21.97/Kg [Chef's Warehouse]
482249	Blood Peach Puree	19.4500	Kg	4		g	T4	OK	$0.01945/g | source: supplier row: 6/1 Kg @ $116.67 = $19.45/Kg [Chef's Warehouse]
519848	Blue Moon Flavor	16.2500	pt	4	RCC-provided converter: 1 gal 8.17 lb. Derived density 0.9790 g/ml; 1 pt = 463.23 g.	g	T4	OK	$0.03508/g | source: supplier row: 1 pt @ $16.25 = $16.25/pt [Green Mountain Flavors]
509693	Blueberries, Frozen	2.8400	lb	4		g	T4	OK	$0.00626/g | source: supplier row: 5 lb @ $14.19 = $2.84/lb [US Foods Chefstore]
590760	Blueberry Puree	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: supplier row: 1 g @ $1.00 = $1.00/g [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
531506	Bourbon Whiskey Flavor (GMF)	1.0000	floz	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 floz = 26.02 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	PLACEHOLDER-SUSPECTED	$0.03843/g | source: supplier row: 1 floz @ $1.00 = $1.00/floz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
530440	Boysenberry	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
507936	Butter	3.7600	lb	4		g	T4	OK	$0.00829/g | source: supplier row: 30/1 lb @ $112.89 = $3.76/lb [US Foods Chefstore]
534916	Butter Pecan Flavor	12.0000	pt	4	RCC-provided converter: 1 gal 8.29 lb. Derived density 0.9934 g/ml; 1 pt = 470.03 g.	g	T4	OK	$0.02553/g | source: supplier row: 1 pt @ $12.00 = $12.00/pt [Green Mountain Flavors]
587222	Butterfinger Pieces	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
509119	Buttermilk	6.3800	gal	4	RCC-provided converter: 8.6 oz 1 cup. Derived density 1.0287 g/ml; 1 gal = 3894.11 g.	g	T4	OK	$0.00164/g | source: supplier row: 0.5 gal @ $3.19 = $6.38/gal [US Foods Chefstore]
590685	Buttermilk Powder	0.0000	g	0		g	T0	ZERO-PRICE	source: supplier row: 340.2 g @ $1.00 = $0.00/g [Amazon]
509406	Butterscotch chips	0.3900	oz	4		g	T4	OK	$0.01376/g | source: supplier row: 12/11 oz @ $51.49 = $0.39/oz [US Foods Chefstore]
587218	Butterscotch Flavor (GMF)	1.0000	floz	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 floz = 26.02 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	PLACEHOLDER-SUSPECTED	$0.03843/g | source: supplier row: 1 floz @ $1.00 = $1.00/floz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
510291	Cabernet	1.0000	each	1	Count-based unit "each" but no standard weight known for this item; would need Gus-specific weight.	g	T1	PLACEHOLDER-SUSPECTED	source: inline Details: 1 each @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 each @ $1.00" — this is the common stub pattern and likely not real cost data. | NEEDS-GUS-WEIGHT: Count-based unit with no standard weight known for this specific item. | Tier 1: pure estimate; $/g not computed without per-item weight.
586891	Candied Black Cherries	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
576259	Candied Orange Pieces	0.3333	lb	4		g	T4	OK	pack: 3 lb | $0.00073/g | source: inline Details: 3 lb @ $1.00
574609	Candy cane pieces	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
507441	Canola oil	15.5900	gal	3	Volume unit; assumed oil density 0.92 g/ml (1 gal = 3482.58 g). Pattern: \boil\b|canola|olive oil|sesame oil|coconut oil(?!.*solid).	g	T3	OK	$0.00448/g | source: supplier row: 1 gal @ $15.59 = $15.59/gal [US Foods Chefstore]
587236	Cantaloupe	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
587237	Cantaloupe Flavor (GMF)	1.0000	floz	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 floz = 26.02 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	PLACEHOLDER-SUSPECTED	$0.03843/g | source: supplier row: 1 floz @ $1.00 = $1.00/floz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
587243	Caramel Sauce (Torani)	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: supplier row: 1 Kg @ $1.00 = $1.00/Kg [US Foods Chefstore] | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
506708	Cardamom (powdered)	44.9200	lb	4		g	T4	OK	$0.09903/g | source: supplier row: 1 lb @ $44.92 = $44.92/lb [Chef's Warehouse]
510535	Carrots, chopped and peeled	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
507269	Cashew	5.8400	lb	4		g	T4	OK	$0.01288/g | source: supplier row: 5 lb @ $29.19 = $5.84/lb [US Foods Chefstore]
528769	Chai Tea (bagged)	0.1600	each	1	Count-based unit "each" but no standard weight known for this item; would need Gus-specific weight.	g	T1	NEEDS-GUS-WEIGHT	source: supplier row: 30 each @ $4.79 = $0.16/each [US Foods Chefstore] | NEEDS-GUS-WEIGHT: Count-based unit with no standard weight known for this specific item. | Tier 1: pure estimate; $/g not computed without per-item weight.
508255	Chamoy	0.3000	floz	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 floz = 29.57 g). **Needs Gus confirmation.**	g	T3	OK	$0.01014/g | source: supplier row: 33.8 floz @ $9.99 = $0.30/floz [Amazon]
591301	chamoy sauce	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: supplier row: 1 g @ $1.00 = $1.00/g [Amazon] | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
510294	Cherries, for wine	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
539396	cherry flavor gmf	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
509736	Cherry Puree	16.3400	Kg	4		g	T4	OK	$0.01634/g | source: supplier row: 6/1 Kg @ $98.02 = $16.34/Kg [Chef's Warehouse]
528772	chickpeas (aquafaba)	0.0000	g	0		g	T0	ZERO-PRICE	source: supplier row: 850 g @ $2.69 = $0.00/g [US Foods Chefstore]
519088	Chipotle Chile	0.1000	g	5		g	T5	OK	pack: 10 g | $0.10000/g | source: inline Details: 10 g @ $1.00
508248	Chocolate Chips (large)	4.8600	lb	4		g	T4	OK	$0.01071/g | source: supplier row: 35 lb @ $169.99 = $4.86/lb [Webstaurant]
519086	Chocolate Flavor	93.0000	gal	4	RCC-provided converter: 1 gal 8.75 lb. Derived density 1.0485 g/ml; 1 gal = 3968.93 g.	g	T4	OK	$0.02343/g | source: supplier row: 0.5 gal @ $46.50 = $93.00/gal [Green Mountain Flavors]
507434	Chocolate sprinkles	2.8500	lb	4		g	T4	OK	$0.00628/g | source: supplier row: 6 lb @ $17.09 = $2.85/lb [US Foods Chefstore]
506709	Cinnamon (powdered)	0.0300	g	5		g	T5	OK	$0.03000/g | source: supplier row: 510 g @ $13.59 = $0.03/g [US Foods Chefstore]
506911	Cinnamon Flavor	1.0000	tsp	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 tsp = 4.34 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	PLACEHOLDER-SUSPECTED	$0.23055/g | source: inline Details: 1 tsp @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 tsp @ $1.00" — this is the common stub pattern and likely not real cost data.
510292	Cinnamon sticks	1.0000	oz	4		g	T4	OK	$0.03527/g | source: supplier row: 5 oz @ $4.99 = $1.00/oz [US Foods Chefstore]
482250	Citric Acid Powder	4.7900	lb	4		g	T4	OK	$0.01056/g | source: supplier row: 1.5 lb @ $7.19 = $4.79/lb [Webstaurant]
509408	Cloves	1.0000	tbsp	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 tbsp = 14.79 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.06763/g | source: inline Details: 1 tbsp @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 tbsp @ $1.00" — this is the common stub pattern and likely not real cost data.
509365	Cocoa Nibs	28.5700	Kg	4		g	T4	OK	$0.02857/g | source: supplier row: 1 Kg @ $28.57 = $28.57/Kg [Chef's Warehouse]
506707	Cocoa Powder	5.7400	lb	4		g	T4	OK	$0.01265/g | source: supplier row: 25 lb @ $143.48 = $5.74/lb [Webstaurant]
528771	coconut milk	0.1100	oz	4		g	T4	OK	$0.00388/g | source: supplier row: 12/32 oz @ $42.43 = $0.11/oz [Chef's Warehouse]
528835	Coconut Oil	1.0000	floz	3	Volume unit; assumed oil density 0.92 g/ml (1 floz = 27.21 g). Pattern: \boil\b|canola|olive oil|sesame oil|coconut oil(?!.*solid).	g	T3	PLACEHOLDER-SUSPECTED	$0.03675/g | source: inline Details: 1 floz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
574600	Cola GMF	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
527484	Cold Brew Concentrate	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
599650	condensed cream-oat milk	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
526263	Condensed Milk	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
510298	Coriander	1.0000	tbsp	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 tbsp = 14.79 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.06763/g | source: inline Details: 1 tbsp @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 tbsp @ $1.00" — this is the common stub pattern and likely not real cost data.
529223	Corn Flakes	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
599652	corn meal	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
507944	Cornstarch	0.1600	oz	4		g	T4	OK	$0.00564/g | source: supplier row: 16 oz @ $2.49 = $0.16/oz [US Foods Chefstore]
506942	Cotton Candy Flavor	0.0100	g	5		g	T5	OK	$0.01000/g | source: supplier row: 100 g @ $1.00 = $0.01/g [Green Mountain Flavors]
509844	Cranberries	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
586897	Cranberry Puree	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: inline Details: 1 Kg @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
509127	Cream cheese	3.1600	lb	4		g	T4	OK	$0.00697/g | source: supplier row: 3 lb @ $9.49 = $3.16/lb [US Foods Chefstore]
507945	Cream of Tartar	1.0000	tbsp	4	RCC-provided converter: 2.46 tbsp 1 oz. Derived density 0.7793 g/ml; 1 tbsp = 11.52 g.	g	T4	PLACEHOLDER-SUSPECTED	$0.08677/g | source: inline Details: 1 tbsp @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 tbsp @ $1.00" — this is the common stub pattern and likely not real cost data.
539312	Creme Fraiche	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: supplier row: 1 lb @ $1.00 = $1.00/lb [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
590690	cucumber	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
509122	Dark brown sugar	1.8500	lb	4		g	T4	OK	$0.00408/g | source: supplier row: 2 lb @ $3.69 = $1.85/lb [US Foods Chefstore]
510543	Dark chocolate callets	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: supplier row: 1 lb @ $1.00 = $1.00/lb [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
506723	Dark Chocolate Covered Espresso Beans	17.5600	Kg	4		g	T4	OK	$0.01756/g | source: supplier row: 2.3 Kg @ $40.39 = $17.56/Kg [US Foods Chefstore]
509123	Dark cocoa powder	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: supplier row: 1 lb @ $1.00 = $1.00/lb [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
528842	Dates	4.7700	lb	4		g	T4	OK	$0.01052/g | source: supplier row: 5 lb @ $23.85 = $4.77/lb [Chef's Warehouse]
509407	Dehydrated mini mallows	13.6900	lb	4		g	T4	OK	$0.03018/g | source: supplier row: 1 lb @ $13.69 = $13.69/lb [Amazon]
529222	Dried Apples	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
590688	Dried Pears	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: supplier row: 1 g @ $1.00 = $1.00/g [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
509836	Earl Grey Tea	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Amazon] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
528830	Egg Replacer	0.0833	oz	4		g	T4	OK	pack: 12 oz | $0.00294/g | source: inline Details: 12 oz @ $1.00
519843	Eggnog Flavor	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: supplier row: 1 Kg @ $1.00 = $1.00/Kg [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
508241	Enjoy Life- Vegan mini chocolate chips	5.6100	lb	4		g	T4	OK	$0.01237/g | source: supplier row: 4/5 lb @ $112.18 = $5.61/lb [Webstaurant]
506711	Espresso Powder	2.2900	oz	4		g	T4	OK	$0.08078/g | source: supplier row: 12/2 oz @ $54.92 = $2.29/oz [Chef's Warehouse]
590689	Fabbri Hazelnut Spread	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: supplier row: 1 Kg @ $1.00 = $1.00/Kg [Webstaurant] | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
539309	Farmers Market Strawberries	11.0000	lb	4		g	T4	OK	$0.02425/g | source: inline Details: 1 lb @ $11.00
507440	Fig spread	4.0600	lb	4		g	T4	OK	$0.00895/g | source: supplier row: 3.5 lb @ $14.20 = $4.06/lb [Chef's Warehouse]
507260	Flour	1.0600	lb	4		g	T4	OK	$0.00234/g | source: supplier row: 4/10 lb @ $42.49 = $1.06/lb [US Foods Chefstore]
509388	Food coloring	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
555091	Freeze Dried Strawberry Pieces	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
555090	freeze dried strawberry powder	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
507258	Fruit bracer	16.0000	lb	4		g	T4	OK	$0.03527/g | source: supplier row: 1 lb @ $16.00 = $16.00/lb [Green Mountain Flavors]
525586	Fruity cereal	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
594063	geletin	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
509393	Ginger	1.0000	cup	4	RCC-provided converter: 3.81 oz 1 cup. Derived density 0.4557 g/ml; 1 cup = 108.01 g.	g	T4	PLACEHOLDER-SUSPECTED	$0.00926/g | source: supplier row: 1 cup @ $1.00 = $1.00/cup [US Foods Chefstore] | PLACEHOLDER-SUSPECTED: RCC entry is "1 cup @ $1.00" — this is the common stub pattern and likely not real cost data.
531507	Glazed Donuts	1.0000	dozen	1	Count-based unit "dozen" but no standard weight known for this item; would need Gus-specific weight.	g	T1	PLACEHOLDER-SUSPECTED	source: supplier row: 1 dozen @ $1.00 = $1.00/dozen [Haggen] | PLACEHOLDER-SUSPECTED: RCC entry is "1 dozen @ $1.00" — this is the common stub pattern and likely not real cost data. | NEEDS-GUS-WEIGHT: Count-based unit with no standard weight known for this specific item. | Tier 1: pure estimate; $/g not computed without per-item weight.
